accession,annotation_type,lab.title,status,date_released,assembly,encyclopedia_version,description
ENCSR732JIF,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_TCF12_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR080OXS,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_TBP_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR061VWA,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_TARDBP_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR831UUX,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_TAF1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR974IAF,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_SUZ12_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR548RXJ,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_SP1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR650LBF,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_SMC3_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR705WMU,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_SIN3A_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR764KSV,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_RXRA_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR300UDP,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_RFX5_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR466FJX,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_REST_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR968MLL,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_RCOR1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR686SKQ,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_RAD21_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR325SKW,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_POLR2AphosphoS5_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR391JRA,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_POLR2A_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR695ZXQ,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_NRF1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR888BQN,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_MAZ_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR917IOD,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_MAX_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR773UDO,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_MAFK_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR406WAP,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_KDM1A_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR079CCV,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_JUND_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR711OAL,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_HDAC2_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR231WEI,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H4K91ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR144DHF,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H4K8ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR675SEY,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H4K20me1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR870UOO,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR760LKK,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me2_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR690CQG,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR771YQO,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K79me2_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR456QAD,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K79me1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR477QPK,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR251KDL,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me2_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR910WSR,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR997NJN,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR311TPG,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR452KMN,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR998AKU,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR691LLE,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K23ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR012FIR,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K18ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR783DHG,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3K14ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR507OAE,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H3F3A_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR336HUJ,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H2BK5ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR374VYK,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H2BK15ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR642BRO,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H2BK12ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR901DRL,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H2BK120ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR757QFR,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H2AK5ac_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR658NBG,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_H2AFZ_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR594LRB,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_GTF2F1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR262GCH,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_GABPA_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR266OQJ,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_FOXK2_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR302GLN,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_FOXA1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR050YFW,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_EZH2phosphoT487_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR389IYY,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_EZH2_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR971YAL,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_ETS1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR133ATB,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_EP300_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR286TWG,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_ELK1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR259FIX,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_ELF1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR463KXF,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_EGR1_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR493HAM,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_CTCF_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR025ZII,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_CHD2_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR404SHJ,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_CEBPB_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR127XDU,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_BHLHE40_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR999GMF,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ChIP-seq_ATF3_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR790HKM,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of CAGE_plus_strand_signal_of_all_reads in GM12878 (J041) at 25bp resolution.
ENCSR704LHQ,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of CAGE_minus_strand_signal_of_all_reads in GM12878 (J041) at 25bp resolution.
ENCSR110SCG,imputation,"Bill Noble, UW",released,2020-02-21,GRCh38,current; ENCODE v5,avocado:encode2018core-hg38 imputations of ATAC-seq_signal_p-value in GM12878 (J041) at 25bp resolution.
ENCSR186LYT,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K4me3 in GM12878 (E116) at 25bp resolution.
ENCSR750DOG,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K14ac in GM12878 (E116) at 25bp resolution.
ENCSR449BNV,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H2AK5ac in GM12878 (E116) at 25bp resolution.
ENCSR040FUK,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K27ac in GM12878 (E116) at 25bp resolution.
ENCSR449ZIC,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H2BK15ac in GM12878 (E116) at 25bp resolution.
ENCSR923CUN,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K79me2 in GM12878 (E116) at 25bp resolution.
ENCSR778RJV,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K79me1 in GM12878 (E116) at 25bp resolution.
ENCSR074ZRP,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K36me3 in GM12878 (E116) at 25bp resolution.
ENCSR044DUX,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H2BK120ac in GM12878 (E116) at 25bp resolution.
ENCSR449BFZ,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K4me2 in GM12878 (E116) at 25bp resolution.
ENCSR655NXV,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K18ac in GM12878 (E116) at 25bp resolution.
ENCSR402IJV,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H2BK5ac in GM12878 (E116) at 25bp resolution.
ENCSR401HKI,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K9ac in GM12878 (E116) at 25bp resolution.
ENCSR432BOU,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K23ac in GM12878 (E116) at 25bp resolution.
ENCSR545GSR,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K27me3 in GM12878 (E116) at 25bp resolution.
ENCSR718BDY,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H4K8ac in GM12878 (E116) at 25bp resolution.
ENCSR300GDW,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K4ac in GM12878 (E116) at 25bp resolution.
ENCSR809QNB,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H4K20me1 in GM12878 (E116) at 25bp resolution.
ENCSR526NGL,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of DNase in GM12878 (E116) at 25bp resolution.
ENCSR960KZW,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H2AFZ in GM12878 (E116) at 25bp resolution.
ENCSR764LXV,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K4me1 in GM12878 (E116) at 25bp resolution.
ENCSR055DTB,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H2BK12ac in GM12878 (E116) at 25bp resolution.
ENCSR333EZC,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H4K91ac in GM12878 (E116) at 25bp resolution.
ENCSR576BBL,imputation,"Bill Noble, UW",released,2020-01-08,hg19,,avocado:roadmap-hg19 imputations of H3K9me3 in GM12878 (E116) at 25bp resolution.
ENCSR480YCS,candidate Cis-Regulatory Elements,"Zhiping Weng, UMass",released,2017-09-12,hg19,ENCODE v1,GM12878
ENCSR250EJQ,candidate Cis-Regulatory Elements,"Zhiping Weng, UMass",released,2017-08-29,hg19,ENCODE v1,high CTCF for GM12878
ENCSR593JBX,candidate Cis-Regulatory Elements,"Zhiping Weng, UMass",released,2017-08-30,hg19,ENCODE v1,high H3K27ac for GM12878
ENCSR416WRC,candidate Cis-Regulatory Elements,"Zhiping Weng, UMass",released,2017-08-29,hg19,ENCODE v1,high H3K4me3 for GM12878
ENCSR078WNV,candidate Cis-Regulatory Elements,"Zhiping Weng, UMass",released,2017-08-31,hg19,ENCODE v1,high DNase for GM12878
ENCSR350DRI,imputation,"Bill Noble, UW",released,2018-04-10,hg19,ENCODE v1,Imputed signal track for cell type GM12878_Lymphoblastoid and assay H4K91ac using PREDICTD model. PREDICTD imputes data based on signal p-value data transformed with the inverse hyperbolic sine function for variance stabilization.
ENCSR538PXH,imputation,"Bill Noble, UW",released,2018-04-10,hg19,ENCODE v1,Imputed signal track for cell type GM12878_Lymphoblastoid and assay H4K8ac using PREDICTD model. PREDICTD imputes data based on signal p-value data transformed with the inverse hyperbolic sine function for variance stabilization.
ENCSR779NAZ,imputation,"Bill Noble, UW",released,2018-04-10,hg19,ENCODE v1,Imputed signal track for cell type GM12878_Lymphoblastoid and assay H4K20me1 using PREDICTD model. PREDICTD imputes data based on signal p-value data transformed with the inverse hyperbolic sine function for variance stabilization.
ENCSR663IGX,imputation,"Bill Noble, UW",released,2018-04-10,hg19,ENCODE v1,Imputed signal track for cell type GM12878_Lymphoblastoid and assay H3K9me3 using PREDICTD model. PREDICTD imputes data based on signal p-value data transformed with the inverse hyperbolic sine function for variance stabilization.
ENCSR162QGG,imputation,"Bill Noble, UW",released,2018-04-10,hg19,ENCODE v1,Imputed signal track for cell type GM12878_Lymphoblastoid and assay H3K9ac using PREDICTD model. PREDICTD imputes data based on signal p-value data transformed with the inverse hyperbolic sine function for variance stabilization.
